movie,movie-href,desc,image,director,genre1,genre2,genre3,genre4,cast,hd_link,hd_link-href,download_link,download_link-href,first_link,second_link,third_link,fourth_link,name,year
Sand Castle 2017 (2017),https://fzmovies.net/movie-Sand%20Castle%202017--hmp4.htm,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",https://fzmovies.net/imdb_images/Sand.Castle.2017.jpg,Fernando Coimbra,Drama,War,null,null,"Henry Cavill, Nicholas Hoult, Glen Powell",Sand_Castle_2017_WEBRip_high.mp4,https://fzmovies.net/download1.php?fileID=11175&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=11175&section=3,https://server87.fzuploads.com/movies/HollywoodN/Sand.Castle.2017/Sand_Castle_2017_(2017)_WEBRip_high_(fzmovies.net).mp4,https://server97.fzuploads.com/movies/HollywoodN/Sand.Castle.2017/Sand_Castle_2017_(2017)_WEBRip_high_(fzmovies.net).mp4,https://server0.fzdownloads.com/movies/HollywoodN/Sand.Castle.2017/Sand_Castle_2017_(2017)_WEBRip_high_(fzmovies.net).mp4,https://server10.fzdownloads.com/movies/HollywoodN/Sand.Castle.2017/Sand_Castle_2017_(2017)_WEBRip_high_(fzmovies.net).mp4,Sand Castle,2017
Voice from the Stone 2017 (2017),https://fzmovies.net/movie-Voice%20from%20the%20Stone%202017--hmp4.htm,"Set in 1950s Tuscany, Voice from the Stone is the haunting and suspenseful story of Verena, a solemn nurse drawn to aid a young boy who has fallen silent since the sudden passing of his mother.",https://fzmovies.net/imdb_images/Voice.from.the.Stone.2017.jpg,Eric D. Howell,Drama,Mystery,Thriller,null,"Emilia Clarke, Marton Csokas, Caterina Murino",Voice_from_the_Stone_2017_HDRip_high.mp4,https://fzmovies.net/download1.php?fileID=11178&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=11178&section=3,https://server87.fzuploads.com/movies/HollywoodN/Voice.from.the.Stone.2017/Voice_from_the_Stone_2017_(2017)_HDRip_high_(fzmovies.net).mp4,https://server97.fzuploads.com/movies/HollywoodN/Voice.from.the.Stone.2017/Voice_from_the_Stone_2017_(2017)_HDRip_high_(fzmovies.net).mp4,https://server0.fzdownloads.com/movies/HollywoodN/Voice.from.the.Stone.2017/Voice_from_the_Stone_2017_(2017)_HDRip_high_(fzmovies.net).mp4,https://server10.fzdownloads.com/movies/HollywoodN/Voice.from.the.Stone.2017/Voice_from_the_Stone_2017_(2017)_HDRip_high_(fzmovies.net).mp4,Voice from the Stone ,2017
The Journey Is the Destination (2017),https://fzmovies.net/movie-The%20Journey%20Is%20the%20Destination--hmp4.htm,"Dan Eldon, who was only 22 when he was chased down and killed by an angry mob in Somalia, was one of the youngest photographic stringers in Africa. But his journalistic work, which had ...",https://fzmovies.net/imdb_images/The.Journey.Is.the.Destination.2016.jpg,Bronwen Hughes,Drama,null,null,null,"Kelly Macdonald, Maria Bello, Ella Purnell",The_Journey_Is_the_Destination_HDRip_high.mp4,https://fzmovies.net/download1.php?fileID=11043&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=11043&section=3,https://server87.fzuploads.com/movies/HollywoodN/The.Journey.Is.the.Destination.2016/The_Journey_Is_the_Destination_(2017)_HDRip_high_(fzmovies.net).mp4,https://server97.fzuploads.com/movies/HollywoodN/The.Journey.Is.the.Destination.2016/The_Journey_Is_the_Destination_(2017)_HDRip_high_(fzmovies.net).mp4,https://server0.fzdownloads.com/movies/HollywoodN/The.Journey.Is.the.Destination.2016/The_Journey_Is_the_Destination_(2017)_HDRip_high_(fzmovies.net).mp4,https://server10.fzdownloads.com/movies/HollywoodN/The.Journey.Is.the.Destination.2016/The_Journey_Is_the_Destination_(2017)_HDRip_high_(fzmovies.net).mp4,The Journey Is the Destination,2017
Sandy Wexler 2017 (2017),https://fzmovies.net/movie-Sandy%20Wexler%202017--hmp4.htm,"Sandy Wexler (Adam Sandler) is a talent manager working in Los Angeles in the 1990s, diligently representing a group of eccentric clients on the fringes of show business. His single minded ...",https://fzmovies.net/imdb_images/Sandy.Wexler.2017.jpg,Steven Brill,Comedy,null,null,null,"Adam Sandler, Jackie Sandler, Millie Wynn",Sandy_Wexler_2017_HDRip_high.mp4,https://fzmovies.net/download1.php?fileID=10975&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=10975&section=3,https://server87.fzuploads.com/movies/HollywoodN/Sandy.Wexler.2017/Sandy_Wexler_2017_(2017)_HDRip_high_(fzmovies.net).mp4,https://server97.fzuploads.com/movies/HollywoodN/Sandy.Wexler.2017/Sandy_Wexler_2017_(2017)_HDRip_high_(fzmovies.net).mp4,https://server0.fzdownloads.com/movies/HollywoodN/Sandy.Wexler.2017/Sandy_Wexler_2017_(2017)_HDRip_high_(fzmovies.net).mp4,https://server10.fzdownloads.com/movies/HollywoodN/Sandy.Wexler.2017/Sandy_Wexler_2017_(2017)_HDRip_high_(fzmovies.net).mp4,Sandy Wexler,2017
The Fate of the Furious 2017 (2017),https://fzmovies.net/movie-The%20Fate%20of%20the%20Furious%202017--hmp4.htm,"When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",https://fzmovies.net/imdb_images/The.Fat.of.the.Furious.2017.jpg,F. Gary Gray,Action,Crime,Thriller,null,"Vin Diesel, Jason Statham, Dwayne Johnson",The_Fate_of_the_Furious_2017_TS_high.mp4,https://fzmovies.net/download1.php?fileID=11158&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=11158&section=3,https://server87.fzuploads.com/movies/HollywoodN/The.Fat.of.the.Furious.2017/The_Fate_of_the_Furious_2017_(2017)_TS_high_(fzmovies.net).mp4,https://server97.fzuploads.com/movies/HollywoodN/The.Fat.of.the.Furious.2017/The_Fate_of_the_Furious_2017_(2017)_TS_high_(fzmovies.net).mp4,https://server0.fzdownloads.com/movies/HollywoodN/The.Fat.of.the.Furious.2017/The_Fate_of_the_Furious_2017_(2017)_TS_high_(fzmovies.net).mp4,https://server10.fzdownloads.com/movies/HollywoodN/The.Fat.of.the.Furious.2017/The_Fate_of_the_Furious_2017_(2017)_TS_high_(fzmovies.net).mp4,The Fate of the Furious,2017
Alien Implant The Hunted Must Become the Hunter (2017),https://fzmovies.net/movie-Alien%20Implant%20The%20Hunted%20Must%20Become%20the%20Hunter--hmp4.htm,"There is no plot. What they spent $1,000,000 on is beyond me but it definitely wasn't used for script writers or actors. U mad Ropsiiti?",https://fzmovies.net/imdb_images/Alien.Implant.The.Hunted.Must.Become.the.Hunter.2017.jpg,Daniel Falicki,Horror,null,null,null,"O.H. Krill, Lisa Mueller, Simon Oliver",Alien_Implant_The_Hunted_Must_Become_the_Hunter_HDRip_high.mp4,https://fzmovies.net/download1.php?fileID=11051&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=11051&section=3,https://server87.fzuploads.com/movies/HollywoodN/Alien.Implant.The.Hunted.Must.Become.the.Hunter.2017/Alien_Implant_The_Hunted_Must_Become_the_Hunter_(2017)_HDRip_high_(fzmovies.net).mp4,https://server97.fzuploads.com/movies/HollywoodN/Alien.Implant.The.Hunted.Must.Become.the.Hunter.2017/Alien_Implant_The_Hunted_Must_Become_the_Hunter_(2017)_HDRip_high_(fzmovies.net).mp4,https://server0.fzdownloads.com/movies/HollywoodN/Alien.Implant.The.Hunted.Must.Become.the.Hunter.2017/Alien_Implant_The_Hunted_Must_Become_the_Hunter_(2017)_HDRip_high_(fzmovies.net).mp4,https://server10.fzdownloads.com/movies/HollywoodN/Alien.Implant.The.Hunted.Must.Become.the.Hunter.2017/Alien_Implant_The_Hunted_Must_Become_the_Hunter_(2017)_HDRip_high_(fzmovies.net).mp4,Alien Implant The Hunted Must Become the Hunter,2017
Neil Stryker and the Tyrant of Time (2017),https://fzmovies.net/movie-Neil%20Stryker%20and%20the%20Tyrant%20of%20Time--hmp4.htm,"In a madcap future era, the world's greatest secret agent struggles to rescue his young son from the clutches of his infamous former mentor.",https://fzmovies.net/imdb_images/Neil.Stryker.and.the.Tyrant.of.Time.2017.jpg,Rob Taylor,Action,Adventure,Comedy,null,"David Ogden Stiers, Rob Taylor, Nic Costa",Neil_Stryker_and_the_Tyrant_of_Time_HDRip_high.mp4,https://fzmovies.net/download1.php?fileID=10940&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=10940&section=3,https://server87.fzuploads.com/movies/HollywoodN/Neil.Stryker.and.the.Tyrant.of.Time.2017/Neil_Stryker_and_the_Tyrant_of_Time_(2017)_HDRip_high_(fzmovies.net).mp4,https://server97.fzuploads.com/movies/HollywoodN/Neil.Stryker.and.the.Tyrant.of.Time.2017/Neil_Stryker_and_the_Tyrant_of_Time_(2017)_HDRip_high_(fzmovies.net).mp4,https://server0.fzdownloads.com/movies/HollywoodN/Neil.Stryker.and.the.Tyrant.of.Time.2017/Neil_Stryker_and_the_Tyrant_of_Time_(2017)_HDRip_high_(fzmovies.net).mp4,https://server10.fzdownloads.com/movies/HollywoodN/Neil.Stryker.and.the.Tyrant.of.Time.2017/Neil_Stryker_and_the_Tyrant_of_Time_(2017)_HDRip_high_(fzmovies.net).mp4,Neil Stryker and the Tyrant of Time,2017
The Woman in Black (2012),https://fzmovies.net/movie-The%20Woman%20in%20Black--hmp4.htm,"In London, lawyer Arthur Kipps still grieves the death of his beloved wife Stella on the delivery of their son Joseph four years ago. His employer gives him a last chance to keep his job, and he is assigned to travel to the remote village of Cryphin Gifford to examine the documentation of the Eel Marsh House that belonged to the recently deceased Mrs. Drablow. Arthur befriends Daily on the train and the man offers a ride to him to the Gifford Arms inn. Arthur has a cold reception and the owner of the inn tells that he did not receive the request of reservation and there is no available room. The next morning, Arthur meets solicitor Jerome who advises him to return to London. However, Arthur goes to the isolated manor and soon he finds that Eel Marsh House is haunted by the vengeful ghost of a woman dressed in black. He also learns that the woman lost her son drowned in the marsh and she seeks revenge, taking the children of the scared locals.",https://fzmovies.net/files/Hollywood/The Woman in Black/,James Watkins,Drama,Horror,Thriller,null,"Daniel Radcliffe, Ciarán Hinds, Janet McTeer, Sophie Stuckey, Liz White",The Woman in Black (2012) BRRip.mp4,https://fzmovies.net/download1.php?fileID=376&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=376&section=3,https://server97.fzuploads.com/movies/Hollywood/The Woman in Black/The_Woman_in_Black_(2012)_BRRip_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/The Woman in Black/The_Woman_in_Black_(2012)_BRRip_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/The Woman in Black/The_Woman_in_Black_(2012)_BRRip_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/The Woman in Black/The_Woman_in_Black_(2012)_BRRip_high_(fzmovies.net).mp4,The Woman in Black,2012
Heat (1995),https://fzmovies.net/movie-Heat--hmp4.htm,"Hunters and their prey--Neil and his professional criminal crew hunt to score big money targets (banks, vaults, armored cars) and are, in turn, hunted by Lt. Vincent Hanna and his team of cops in the Robbery/Homicide police division. A botched job puts Hanna onto their trail while they regroup and try to put together one last big 'retirement' score. Neil and Vincent are similar in many ways, including their troubled personal lives. At a crucial moment in his life, Neil disobeys the dictum taught to him long ago by his criminal mentor--'Never have anything in your life that you can't walk out on in thirty seconds flat, if you spot the heat coming around the corner'--as he falls in love. Thus the stage is set for the suspenseful ending....",https://fzmovies.net/imdb_images/Heat_(1995).jpg,Michael Mann,Action,Crime,Drama,Thriller,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Amy Brenneman, Ashley Judd, Mykelti Williamson, Wes Studi, Ted Levine, Dennis Haysbert, William Fichtner, Natalie Portman, Tom Noonan, Kevin Gage, Hank Azaria, Susan Traylor, Kim Staunton, Danny Trejo, Henry Rollins, Jerry Trimble, Martin Ferrero, Ricky Harris, Tone Loc, Begoña Plaza, Hazelle Goodman, Ray Buktenica, Jeremy Piven, Xander Berkeley, Rick Avery, Brad Baldridge, Andrew Camuccio, Brian Camuccio, Max Daniels, Vince Deadrick Jr., Charles Duke, Thomas Elfmont, Kenny Endoso, Kimberly Flynn, Steven Ford, Farrah Forke, Hannes Fritsch, Amanda Graves, Emily Graves, Niki Harris, Ted Harvey, Patricia Healy, Paul Herman, Cindy Katz, Brian Libby, Bill McIntosh, Dan Martin, Rick Marzan, Terry Miller, Paul Moyer, Daniel O'Haco, Mario Roberts, Phillip Robinson, Thomas Rosales Jr., Rainell Saunders, Kai Soremekun, Rey Verdugo, Wendy L. Walsh, Yvonne Zima, Peter Blackwell, Trevor Coppola, Bud Cort, Mick Gould, Mary Kircher, Darin Mangan, Melissa S. Markess, Robert Miranda, Manny Perry, Iva Franks Singer, Viviane Vives,",Heat (1995) BRRip.mp4,https://fzmovies.net/download1.php?fileID=694&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=694&section=3,https://server97.fzuploads.com/movies/Hollywood/Heat_(1995)/Heat_(1995)_BRRip_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Heat_(1995)/Heat_(1995)_BRRip_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Heat_(1995)/Heat_(1995)_BRRip_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Heat_(1995)/Heat_(1995)_BRRip_high_(fzmovies.net).mp4,Heat,1995
Next Avengers: Heroes of Tomorrow (2008),https://fzmovies.net/movie-Next%20Avengers:%20Heroes%20of%20Tomorrow--hmp4.htm,,https://fzmovies.net/imdb_images/Next_Avengers_Heroes_Of_Tomorrow.jpg,Jay OlivaGary Hartle,Animation,Action,Family,Sci-Fi,"Noah Crawford, Brenna O'Brien, Aidan Drummond, Dempsey Pappion, Adrian Petriw, Tom Kane, Fred Tatasciore, Shawn Macdonald, Michael Adamthwaite, Ken Kramer, Nicole Oliver,",Next Avengers Heroes Of Tomorrow 2008 BRRip.mp4,https://fzmovies.net/download1.php?fileID=492&section=3,CLICK HERE TO DOWNLOAD THIS MOVIE ON YOUR DEVICE,https://fzmovies.net/download.php?fileID=492&section=3,https://server97.fzuploads.com/movies/Hollywood/Next_Avengers_Heroes_Of_Tomorrow/Next_Avengers_Heroes_Of_Tomorrow_2008_BRRip_high_(fzmovies.net).mp4,https://server96.fzuploads.com/movies/Hollywood/Next_Avengers_Heroes_Of_Tomorrow/Next_Avengers_Heroes_Of_Tomorrow_2008_BRRip_high_(fzmovies.net).mp4,https://server26.fzuploads.com/movies/Hollywood/Next_Avengers_Heroes_Of_Tomorrow/Next_Avengers_Heroes_Of_Tomorrow_2008_BRRip_high_(fzmovies.net).mp4,https://server15.fzuploads.com/movies/Hollywood/Next_Avengers_Heroes_Of_Tomorrow/Next_Avengers_Heroes_Of_Tomorrow_2008_BRRip_high_(fzmovies.net).mp4,Next Avengers: Heroes of Tomorrow,2008
